date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-01-07,4,2,0.0,4.7,1,80,01:06 PM,04:19 AM,08:06 AM,03:39 PM,1,-0,3,-0,23,66,84,0.0,1023,4,10,226,16,Gdynia
2020-01-08,5,-2,0.0,2.8,1,88,01:37 PM,05:34 AM,08:05 AM,03:40 PM,2,-0,4,-0,35,84,84,0.8,1019,5,8,234,24,Gdynia
2020-01-09,5,1,0.0,6.7,2,95,02:19 PM,06:46 AM,08:04 AM,03:41 PM,4,2,5,2,23,66,88,6.9,1017,5,8,219,15,Gdynia
2020-01-10,8,4,0.0,2.8,2,100,03:16 PM,07:51 AM,08:04 AM,03:43 PM,6,5,7,5,29,100,91,11.6,1009,8,6,235,17,Gdynia
2020-01-11,6,1,0.0,6.7,1,100,04:27 PM,08:43 AM,08:03 AM,03:45 PM,3,2,5,2,26,55,88,2.3,1023,6,9,302,18,Gdynia
2020-01-12,5,2,0.0,6.7,1,83,05:49 PM,09:24 AM,08:02 AM,03:46 PM,0,-0,4,-0,39,58,74,0.4,1019,5,9,234,26,Gdynia
2020-01-13,6,5,0.0,2.8,2,76,07:15 PM,09:54 AM,08:01 AM,03:48 PM,3,2,6,2,34,85,83,1.0,1016,6,10,250,22,Gdynia
2020-01-14,6,-1,0.0,4.8,1,69,08:42 PM,10:17 AM,08:00 AM,03:49 PM,2,0,4,0,40,61,83,0.7,1013,6,8,202,27,Gdynia
2020-01-15,8,2,0.0,4.8,2,61,10:08 PM,10:37 AM,08:00 AM,03:51 PM,2,3,7,3,47,51,70,0.0,1013,8,10,214,28,Gdynia
2020-01-16,6,4,0.0,7.9,2,54,11:33 PM,10:55 AM,07:59 AM,03:53 PM,2,2,6,2,34,22,79,0.1,1024,6,10,254,21,Gdynia
2020-01-17,5,1,0.0,8.0,2,47,No moonrise,11:12 AM,07:57 AM,03:55 PM,1,-0,4,-0,34,11,80,0.0,1025,5,10,183,21,Gdynia
2020-01-18,6,2,0.0,4.9,1,40,12:56 AM,11:30 AM,07:56 AM,03:56 PM,2,-0,4,-0,31,60,84,0.0,1017,6,10,213,21,Gdynia
2020-01-19,5,3,0.0,3.0,1,32,02:18 AM,11:51 AM,07:55 AM,03:58 PM,1,1,4,1,20,81,81,0.0,1025,5,10,234,14,Gdynia
2020-01-20,5,-4,0.0,8.5,2,25,03:40 AM,12:16 PM,07:54 AM,04:00 PM,1,-1,3,-1,35,10,80,0.0,1039,5,10,268,22,Gdynia
2020-01-21,6,-0,0.0,5.0,1,18,04:57 AM,12:49 PM,07:53 AM,04:02 PM,3,-0,4,-0,52,54,84,0.1,1032,6,10,274,36,Gdynia
2020-01-22,6,3,0.0,8.5,1,11,06:06 AM,01:31 PM,07:51 AM,04:04 PM,0,-0,5,-0,45,36,72,0.3,1023,6,10,308,30,Gdynia
2020-01-23,4,-2,0.0,6.9,1,3,07:06 AM,02:23 PM,07:50 AM,04:06 PM,-1,-1,3,-1,32,30,72,0.0,1029,4,10,276,21,Gdynia
2020-01-24,6,2,0.0,3.2,2,0,07:52 AM,03:26 PM,07:49 AM,04:07 PM,3,1,5,1,39,91,85,0.3,1019,6,9,262,26,Gdynia
2020-01-25,6,4,0.0,5.1,2,0,08:27 AM,04:34 PM,07:47 AM,04:09 PM,3,1,5,1,33,76,83,0.1,1016,6,10,279,22,Gdynia
2020-01-26,6,3,0.0,3.2,1,4,08:54 AM,05:46 PM,07:46 AM,04:11 PM,2,1,5,1,20,85,82,0.0,1017,6,10,238,14,Gdynia
2020-01-27,4,1,0.0,3.3,1,11,09:15 AM,06:57 PM,07:44 AM,04:13 PM,0,-0,3,-0,22,72,82,0.0,1012,4,10,214,14,Gdynia
2020-01-28,5,2,0.0,3.3,1,18,09:32 AM,08:07 PM,07:43 AM,04:15 PM,2,-0,4,-0,38,98,86,2.1,997,5,5,182,26,Gdynia
2020-01-29,4,0,0.0,5.1,1,26,09:47 AM,09:17 PM,07:41 AM,04:17 PM,0,-1,3,-1,27,74,83,6.5,994,4,9,227,19,Gdynia
2020-01-30,4,0,1.7,3.3,1,33,10:01 AM,10:25 PM,07:39 AM,04:19 PM,2,-1,4,-1,34,83,85,6.7,1000,4,9,250,23,Gdynia
2020-01-31,7,3,0.0,3.3,2,37,10:14 AM,11:35 PM,07:38 AM,04:21 PM,4,2,6,2,29,100,89,7.3,997,7,5,256,19,Gdynia
2020-02-01,9,6,0.0,3.3,2,49,10:28 AM,No moonset,07:36 AM,04:23 PM,7,5,8,5,32,96,90,15.9,998,9,7,243,18,Gdynia
2020-02-02,6,5,0.0,5.1,2,57,10:45 AM,12:45 AM,07:34 AM,04:25 PM,2,1,6,1,49,70,75,3.7,996,6,7,271,34,Gdynia
2020-02-03,5,3,0.0,5.1,1,64,11:05 AM,01:57 AM,07:32 AM,04:27 PM,1,-0,4,-0,28,82,79,0.2,1000,5,9,279,19,Gdynia
2020-02-04,4,3,0.3,3.4,1,72,11:32 AM,03:11 AM,07:31 AM,04:29 PM,2,-1,4,-1,29,96,88,4.1,999,4,9,219,21,Gdynia
2020-02-05,3,-3,0.0,5.2,1,79,12:07 PM,04:23 AM,07:29 AM,04:32 PM,-2,-3,2,-3,41,65,70,1.8,1019,3,5,190,30,Gdynia
2020-02-06,6,2,0.0,3.4,2,87,12:56 PM,05:32 AM,07:27 AM,04:34 PM,3,1,5,1,41,94,84,0.0,1018,6,10,296,28,Gdynia
2020-02-07,2,1,0.0,8.7,1,95,02:00 PM,06:30 AM,07:25 AM,04:36 PM,-3,-1,2,-1,18,46,68,0.0,1027,2,10,123,13,Gdynia
2020-02-08,4,2,0.0,8.7,2,100,03:18 PM,07:17 AM,07:23 AM,04:38 PM,-6,-1,3,-1,26,7,54,0.0,1025,4,10,215,17,Gdynia
2020-02-09,7,2,0.0,8.7,3,100,04:45 PM,07:52 AM,07:21 AM,04:40 PM,1,1,5,1,44,32,76,0.0,1015,7,10,210,27,Gdynia
2020-02-10,8,5,0.0,3.5,2,83,06:15 PM,08:19 AM,07:19 AM,04:42 PM,2,2,7,2,58,78,73,8.8,986,8,8,235,40,Gdynia
2020-02-11,4,-2,3.1,3.5,1,75,07:46 PM,08:41 AM,07:17 AM,04:44 PM,0,-2,3,-2,47,89,80,7.8,988,4,5,253,35,Gdynia
2020-02-12,3,-3,0.6,3.5,1,68,09:14 PM,09:00 AM,07:15 AM,04:46 PM,-0,-4,2,-4,58,97,84,4.5,997,3,0,260,43,Gdynia
2020-02-13,4,0,0.6,3.5,1,60,10:41 PM,09:17 AM,07:13 AM,04:48 PM,-0,-2,3,-2,39,80,78,1.0,1006,4,8,250,27,Gdynia
2020-02-14,4,2,0.0,7.0,1,53,No moonrise,09:36 AM,07:11 AM,04:50 PM,-1,1,3,1,13,51,77,0.0,1014,4,10,111,8,Gdynia
2020-02-15,5,2,0.0,5.3,1,45,12:06 AM,09:56 AM,07:08 AM,04:52 PM,1,-0,4,-0,29,57,80,0.0,1021,5,10,213,19,Gdynia
2020-02-16,9,3,0.0,5.3,2,38,01:29 AM,10:19 AM,07:06 AM,04:54 PM,2,2,7,2,57,68,69,0.0,1011,9,10,207,35,Gdynia
2020-02-17,8,6,0.0,8.7,2,30,02:48 AM,10:50 AM,07:04 AM,04:56 PM,1,4,8,4,51,52,62,1.3,1009,8,8,243,31,Gdynia
2020-02-18,6,-2,0.0,3.6,1,22,04:00 AM,11:29 AM,07:02 AM,04:59 PM,2,1,5,1,41,70,78,4.8,1011,6,10,252,27,Gdynia
2020-02-19,5,1,0.0,3.8,1,15,05:02 AM,12:17 PM,07:00 AM,05:01 PM,2,-1,4,-1,36,93,83,2.9,1009,5,9,236,25,Gdynia
2020-02-20,6,3,0.0,5.5,1,7,05:51 AM,01:17 PM,06:57 AM,05:03 PM,1,0,4,0,28,65,81,2.8,1014,6,10,245,19,Gdynia
2020-02-21,6,4,0.0,3.9,2,0,06:29 AM,02:22 PM,06:55 AM,05:05 PM,1,-0,5,-0,47,92,77,5.4,1010,6,9,251,32,Gdynia
2020-02-22,7,4,0.0,4.0,2,0,06:58 AM,03:33 PM,06:53 AM,05:07 PM,2,0,5,0,50,88,76,4.5,1010,7,9,234,34,Gdynia
2020-02-23,5,4,0.0,8.7,1,0,07:20 AM,04:44 PM,06:50 AM,05:09 PM,-1,-1,4,-1,50,65,70,0.8,1003,5,10,268,36,Gdynia
2020-02-24,6,2,0.8,7.1,2,0,07:38 AM,05:55 PM,06:48 AM,05:11 PM,1,0,5,0,36,75,75,1.2,1008,6,9,273,25,Gdynia
2020-02-25,6,3,1.0,4.0,2,8,07:53 AM,07:05 PM,06:46 AM,05:13 PM,1,-0,5,-0,40,82,79,6.0,993,6,8,220,28,Gdynia
2020-02-26,5,3,0.0,8.7,1,15,08:07 AM,08:13 PM,06:43 AM,05:15 PM,-1,-1,4,-1,38,57,71,0.1,990,5,9,259,29,Gdynia
2020-02-27,2,-0,1.0,4.0,1,23,08:20 AM,09:23 PM,06:41 AM,05:17 PM,-3,-2,1,-2,17,80,73,1.2,1000,2,8,305,13,Gdynia
2020-02-28,2,0,2.6,4.1,1,30,08:34 AM,10:32 PM,06:39 AM,05:19 PM,-1,-4,1,-4,35,95,87,6.2,993,2,5,231,26,Gdynia
2020-02-29,5,1,0.0,4.1,1,38,08:49 AM,11:43 PM,06:36 AM,05:21 PM,-0,-1,4,-1,34,76,75,0.1,1005,5,10,203,24,Gdynia
2020-03-01,7,3,0.0,8.7,2,44,09:08 AM,No moonset,06:34 AM,05:23 PM,2,2,6,2,35,60,74,0.3,997,7,10,219,23,Gdynia
2020-03-02,7,3,0.0,5.6,2,51,09:31 AM,12:54 AM,06:32 AM,05:25 PM,2,2,5,2,27,51,80,0.0,996,7,10,198,17,Gdynia
2020-03-03,5,-1,0.0,4.1,1,58,10:01 AM,02:06 AM,06:29 AM,05:27 PM,2,2,4,2,14,71,89,7.1,999,5,9,224,9,Gdynia
2020-03-04,7,3,0.0,7.2,2,65,10:41 AM,03:15 AM,06:27 AM,05:29 PM,2,1,5,1,30,66,77,3.0,1004,7,8,249,21,Gdynia
2020-03-05,7,3,0.0,8.7,2,73,11:37 AM,04:16 AM,06:24 AM,05:31 PM,1,1,5,1,22,33,79,0.1,1006,7,10,205,14,Gdynia
2020-03-06,6,3,0.0,4.2,1,80,12:47 PM,05:07 AM,06:22 AM,05:33 PM,1,0,4,0,32,90,77,0.0,1000,6,10,137,22,Gdynia
2020-03-07,8,4,0.0,4.2,2,87,02:09 PM,05:47 AM,06:19 AM,05:35 PM,4,3,6,3,19,98,88,3.5,1002,8,7,199,13,Gdynia
2020-03-08,7,3,0.0,8.7,2,95,03:39 PM,06:17 AM,06:17 AM,05:37 PM,1,2,5,2,21,37,77,0.5,1015,7,10,246,14,Gdynia
2020-03-09,7,4,0.0,4.2,2,100,05:10 PM,06:41 AM,06:15 AM,05:39 PM,2,2,5,2,27,75,80,0.4,1011,7,8,191,17,Gdynia
2020-03-10,9,3,0.0,7.2,2,100,06:42 PM,07:01 AM,06:12 AM,05:41 PM,3,3,6,3,34,67,77,1.8,1007,9,10,219,21,Gdynia
2020-03-11,8,6,0.0,5.7,2,84,08:13 PM,07:20 AM,06:10 AM,05:43 PM,3,3,7,3,49,57,73,5.2,1001,8,9,263,32,Gdynia
2020-03-12,9,5,0.0,5.7,2,76,09:43 PM,07:38 AM,06:07 AM,05:45 PM,1,2,7,2,52,53,70,0.8,1002,9,9,248,33,Gdynia
2020-03-13,5,3,0.1,4.3,1,69,11:11 PM,07:58 AM,06:05 AM,05:47 PM,1,-1,4,-1,44,85,81,6.4,1002,5,7,265,31,Gdynia
2020-03-14,1,-1,0.0,5.8,1,62,No moonrise,08:20 AM,06:02 AM,05:49 PM,-7,-5,1,-5,35,57,59,4.5,1020,1,5,283,27,Gdynia
2020-03-15,6,-1,0.0,11.5,2,55,12:35 AM,08:49 AM,06:00 AM,05:51 PM,-7,-3,2,-3,38,26,49,0.0,1024,6,10,194,26,Gdynia
2020-03-16,8,4,0.0,7.4,2,47,01:52 AM,09:26 AM,05:57 AM,05:53 PM,-0,1,6,1,40,38,66,0.0,1018,8,10,238,25,Gdynia
2020-03-17,9,5,0.0,11.6,3,40,02:58 AM,10:12 AM,05:55 AM,05:54 PM,3,4,7,4,24,15,78,0.0,1025,9,10,263,14,Gdynia
2020-03-18,11,7,0.0,8.8,2,33,03:52 AM,11:09 AM,05:53 AM,05:56 PM,3,6,9,6,35,64,67,0.0,1023,11,10,246,19,Gdynia
2020-03-19,7,4,0.0,6.0,2,25,04:33 AM,12:13 PM,05:50 AM,05:58 PM,3,4,6,4,19,81,83,3.6,1022,7,7,310,12,Gdynia
2020-03-20,6,2,0.0,7.8,2,18,05:04 AM,01:23 PM,05:48 AM,06:00 PM,1,1,4,1,25,96,77,0.1,1026,6,10,201,17,Gdynia
2020-03-21,3,2,0.0,11.8,1,11,05:27 AM,02:33 PM,05:45 AM,06:02 PM,-5,-4,2,-4,41,68,61,0.6,1031,3,4,25,32,Gdynia
2020-03-22,2,-2,0.0,12.6,1,4,05:46 AM,03:44 PM,05:43 AM,06:04 PM,-7,-4,1,-4,35,26,53,0.3,1036,2,9,45,26,Gdynia
2020-03-23,2,-3,0.0,12.7,2,0,06:01 AM,04:54 PM,05:40 AM,06:06 PM,-8,-2,1,-2,16,16,51,0.0,1041,2,10,76,12,Gdynia
2020-03-24,4,-2,0.0,12.7,2,0,06:15 AM,06:03 PM,05:38 AM,06:08 PM,-8,-1,2,-1,15,7,48,0.0,1040,4,10,152,10,Gdynia
2020-03-25,5,1,0.0,12.8,2,3,06:28 AM,07:13 PM,05:35 AM,06:10 PM,-7,-0,3,-0,18,10,49,0.0,1038,5,10,158,12,Gdynia
2020-03-26,6,1,0.0,12.8,2,11,06:41 AM,08:22 PM,05:33 AM,06:11 PM,-4,0,4,0,22,4,56,0.0,1034,6,10,123,14,Gdynia
2020-03-27,8,3,0.0,12.8,3,18,06:55 AM,09:33 PM,05:30 AM,06:13 PM,0,3,6,3,21,10,66,0.0,1027,8,10,112,13,Gdynia
2020-03-28,10,5,0.0,12.9,3,25,07:12 AM,10:44 PM,05:28 AM,06:15 PM,1,6,7,6,13,20,65,0.0,1019,10,10,117,8,Gdynia
2020-03-29,2,0,0.0,8.1,1,32,07:33 AM,11:56 PM,05:25 AM,06:17 PM,-3,-5,2,-5,52,91,71,3.5,1020,2,4,19,40,Gdynia
2020-03-30,3,1,0.9,9.4,1,40,07:59 AM,No moonset,05:23 AM,06:19 PM,-6,-3,2,-3,28,74,58,1.7,1024,3,6,164,21,Gdynia
2020-03-31,3,-1,1.9,10.7,1,44,08:35 AM,01:05 AM,05:20 AM,06:21 PM,-3,-4,1,-4,31,63,70,3.2,1024,3,6,252,22,Gdynia
2020-04-01,5,1,0.4,8.2,1,56,09:23 AM,02:07 AM,05:17 AM,06:23 PM,-0,-2,3,-2,41,84,79,1.1,1014,5,8,255,28,Gdynia
2020-04-02,6,4,0.0,8.2,2,64,10:24 AM,03:01 AM,05:15 AM,06:25 PM,1,0,5,0,42,84,77,0.6,1005,6,9,250,28,Gdynia
2020-04-03,7,3,1.0,9.5,1,71,11:40 AM,03:44 AM,05:12 AM,06:27 PM,-1,-0,5,-0,43,66,66,2.9,1003,7,8,268,31,Gdynia
2020-04-04,6,3,0.0,13.2,1,79,01:04 PM,04:16 AM,05:10 AM,06:28 PM,-3,-1,4,-1,32,26,63,0.4,1022,6,10,286,23,Gdynia
2020-04-05,11,3,0.0,13.2,3,87,02:33 PM,04:42 AM,05:07 AM,06:30 PM,-0,4,7,4,24,6,62,0.0,1033,11,10,192,14,Gdynia
2020-04-06,13,5,0.0,13.3,3,94,04:04 PM,05:03 AM,05:05 AM,06:32 PM,1,6,9,6,36,0,61,0.0,1031,13,10,168,20,Gdynia
2020-04-07,14,8,0.0,13.3,4,100,05:36 PM,05:22 AM,05:02 AM,06:34 PM,5,8,10,8,31,8,69,0.0,1029,14,10,244,16,Gdynia
2020-04-08,12,5,0.0,13.4,3,100,07:08 PM,05:40 AM,05:00 AM,06:36 PM,2,7,9,7,14,13,63,0.0,1028,12,10,187,8,Gdynia
2020-04-09,11,6,0.0,11.0,2,83,08:40 PM,05:58 AM,04:58 AM,06:38 PM,5,7,10,7,35,49,71,0.1,1019,11,10,280,20,Gdynia
2020-04-10,8,4,0.0,13.9,3,76,10:09 PM,06:19 AM,04:55 AM,06:40 PM,0,3,6,3,18,26,69,0.0,1025,8,10,154,12,Gdynia
2020-04-11,9,4,0.0,13.3,3,68,11:34 PM,06:45 AM,04:53 AM,06:42 PM,-1,5,6,5,15,31,61,0.0,1027,9,10,170,9,Gdynia
2020-04-12,14,8,0.0,12.2,3,61,No moonrise,07:19 AM,04:50 AM,06:44 PM,2,9,11,9,26,53,56,0.0,1016,14,10,199,15,Gdynia
2020-04-13,7,3,0.0,11.0,2,53,12:48 AM,08:03 AM,04:48 AM,06:46 PM,-1,2,6,2,35,55,63,0.4,1007,7,10,298,24,Gdynia
2020-04-14,5,1,0.1,12.2,1,46,01:49 AM,08:57 AM,04:45 AM,06:48 PM,-4,-1,4,-1,39,40,55,0.1,1013,5,10,301,28,Gdynia
2020-04-15,8,4,0.0,8.8,2,38,02:35 AM,10:01 AM,04:43 AM,06:50 PM,3,2,7,2,49,70,76,0.1,1013,8,10,274,32,Gdynia
2020-04-16,9,6,0.0,11.1,2,30,03:09 AM,11:11 AM,04:40 AM,06:52 PM,3,4,8,4,45,48,73,0.0,1011,9,10,282,29,Gdynia
2020-04-17,7,5,0.0,14.2,3,23,03:35 AM,12:22 PM,04:38 AM,06:53 PM,-1,3,6,3,26,8,60,0.0,1017,7,10,319,18,Gdynia
2020-04-18,8,4,0.0,11.1,2,15,03:54 AM,01:33 PM,04:36 AM,06:55 PM,-2,2,6,2,24,49,60,0.0,1021,8,10,198,17,Gdynia
2020-04-19,7,3,0.0,14.2,3,8,04:10 AM,02:43 PM,04:33 AM,06:57 PM,-0,2,5,2,26,2,69,0.0,1024,7,10,220,19,Gdynia
2020-04-20,7,4,0.0,14.3,3,0,04:23 AM,03:53 PM,04:31 AM,06:59 PM,2,3,6,3,20,6,77,0.0,1028,7,10,119,14,Gdynia
2020-04-21,8,5,0.0,14.5,3,0,04:36 AM,05:03 PM,04:29 AM,07:01 PM,3,4,7,4,20,5,80,0.0,1030,8,10,35,13,Gdynia
2020-04-22,9,5,0.0,14.5,3,0,04:49 AM,06:12 PM,04:26 AM,07:03 PM,3,5,7,5,17,10,77,0.0,1029,9,10,103,11,Gdynia
2020-04-23,14,6,0.0,14.5,4,0,05:03 AM,07:24 PM,04:24 AM,07:05 PM,3,9,10,9,17,18,61,0.0,1022,14,10,275,9,Gdynia
2020-04-24,13,7,0.0,12.4,3,7,05:18 AM,08:35 PM,04:22 AM,07:07 PM,5,8,10,8,28,46,67,0.8,1008,13,10,269,16,Gdynia
2020-04-25,8,6,0.0,12.4,2,15,05:37 AM,09:48 PM,04:20 AM,07:09 PM,3,3,7,3,27,34,75,0.1,1007,8,10,258,20,Gdynia
2020-04-26,11,6,0.0,14.5,3,22,06:01 AM,10:58 PM,04:17 AM,07:11 PM,3,7,8,7,18,33,68,0.0,1008,11,10,180,12,Gdynia
2020-04-27,14,6,0.0,14.5,3,30,06:33 AM,No moonset,04:15 AM,07:13 PM,3,9,10,9,17,49,64,0.0,1010,14,10,211,10,Gdynia
2020-04-28,14,8,0.0,11.4,3,37,07:17 AM,12:03 AM,04:13 AM,07:15 PM,6,10,11,10,22,63,71,0.6,1005,14,10,259,13,Gdynia
2020-04-29,6,4,0.0,10.4,2,45,08:13 AM,12:59 AM,04:11 AM,07:17 PM,3,2,6,2,23,74,83,8.5,1006,6,8,47,18,Gdynia
2020-04-30,12,5,0.0,11.5,2,52,09:22 AM,01:45 AM,04:09 AM,07:18 PM,5,6,8,6,21,69,79,5.5,1008,12,9,131,13,Gdynia
2020-05-01,11,9,0.0,9.5,2,58,10:41 AM,02:19 AM,04:07 AM,07:20 PM,9,7,10,7,30,83,93,23.1,1004,11,7,172,18,Gdynia
2020-05-02,13,8,0.0,10.5,3,65,12:06 PM,02:46 AM,04:05 AM,07:22 PM,7,9,10,9,19,69,82,8.7,1003,13,9,165,11,Gdynia
2020-05-03,11,8,0.0,12.5,3,72,01:33 PM,03:07 AM,04:03 AM,07:24 PM,6,8,10,8,25,49,78,0.9,1008,11,10,253,16,Gdynia
2020-05-04,12,7,0.0,11.5,3,80,03:02 PM,03:26 AM,04:01 AM,07:26 PM,5,7,9,7,20,48,73,0.3,1014,12,10,283,12,Gdynia
2020-05-05,9,5,0.0,11.7,2,87,04:32 PM,03:43 AM,03:59 AM,07:28 PM,4,4,7,4,32,45,80,2.0,1014,9,10,308,22,Gdynia
2020-05-06,11,5,0.0,14.5,3,94,06:03 PM,04:00 AM,03:57 AM,07:30 PM,4,5,8,5,33,27,75,1.1,1016,11,10,326,23,Gdynia
2020-05-07,10,6,0.0,14.5,3,100,07:35 PM,04:19 AM,03:55 AM,07:32 PM,4,6,8,6,22,9,74,0.0,1017,10,10,246,15,Gdynia
2020-05-08,13,7,0.0,14.5,4,100,09:04 PM,04:42 AM,03:53 AM,07:33 PM,5,8,10,8,25,15,71,0.0,1016,13,10,253,16,Gdynia
2020-05-09,14,9,0.0,14.5,4,84,10:26 PM,05:12 AM,03:51 AM,07:35 PM,6,10,11,10,25,20,72,0.0,1014,14,10,287,16,Gdynia
2020-05-10,17,8,0.0,14.5,4,77,11:37 PM,05:51 AM,03:49 AM,07:37 PM,9,12,13,12,27,19,76,0.1,1009,17,10,169,15,Gdynia
2020-05-11,11,5,0.0,10.0,2,70,No moonrise,06:42 AM,03:47 AM,07:39 PM,7,5,9,5,34,93,89,7.2,1001,11,9,222,24,Gdynia
2020-05-12,10,3,0.0,13.6,2,62,12:31 AM,07:44 AM,03:46 AM,07:41 PM,-0,3,7,3,32,35,61,0.2,1010,10,10,287,23,Gdynia
2020-05-13,9,5,0.0,11.8,2,55,01:11 AM,08:54 AM,03:44 AM,07:42 PM,1,3,7,3,40,62,66,8.9,1011,9,8,270,30,Gdynia
2020-05-14,10,4,0.0,13.6,2,48,01:40 AM,10:07 AM,03:42 AM,07:44 PM,-2,5,7,5,16,22,54,0.0,1014,10,10,258,10,Gdynia
2020-05-15,11,5,0.0,10.9,2,40,02:01 AM,11:19 AM,03:40 AM,07:46 PM,3,5,8,5,26,42,69,0.6,1014,11,10,265,17,Gdynia
2020-05-16,12,7,0.0,12.7,3,33,02:18 AM,12:30 PM,03:39 AM,07:47 PM,4,6,9,6,42,56,71,0.2,1015,12,10,270,29,Gdynia
2020-05-17,13,8,0.0,11.8,3,26,02:32 AM,01:41 PM,03:37 AM,07:49 PM,5,8,10,8,29,50,72,0.1,1020,13,10,265,19,Gdynia
2020-05-18,12,9,0.0,10.1,3,19,02:45 AM,02:50 PM,03:35 AM,07:51 PM,7,8,10,8,27,81,84,4.8,1017,12,7,270,18,Gdynia
2020-05-19,11,9,0.0,11.0,3,11,02:58 AM,04:00 PM,03:34 AM,07:52 PM,8,8,10,8,30,76,87,9.2,1014,11,6,284,19,Gdynia
2020-05-20,11,5,0.0,14.5,4,4,03:11 AM,05:11 PM,03:32 AM,07:54 PM,4,8,9,8,13,12,72,0.0,1021,11,10,141,8,Gdynia
2020-05-21,11,6,0.0,14.5,3,0,03:25 AM,06:23 PM,03:31 AM,07:56 PM,2,7,9,7,19,8,66,0.0,1026,11,10,163,13,Gdynia
2020-05-22,11,6,0.0,14.5,3,0,03:43 AM,07:36 PM,03:29 AM,07:57 PM,0,8,9,8,12,28,55,0.0,1026,11,10,151,7,Gdynia
2020-05-23,12,4,0.0,11.9,3,3,04:05 AM,08:49 PM,03:28 AM,07:59 PM,6,6,9,6,33,74,76,3.3,1021,12,10,189,21,Gdynia
2020-05-24,14,7,0.0,12.1,3,10,04:34 AM,09:57 PM,03:27 AM,08:00 PM,7,9,11,9,30,72,77,2.5,1019,14,10,285,20,Gdynia
2020-05-25,13,10,0.0,12.9,3,17,05:14 AM,10:57 PM,03:25 AM,08:02 PM,8,9,11,9,21,55,82,1.4,1022,13,10,189,14,Gdynia
2020-05-26,12,9,0.0,13.7,3,25,06:06 AM,11:46 PM,03:24 AM,08:03 PM,8,8,11,8,26,32,83,0.0,1031,12,10,261,18,Gdynia
2020-05-27,16,9,0.0,13.7,3,32,07:12 AM,No moonset,03:23 AM,08:04 PM,7,12,13,12,18,31,71,0.0,1029,16,10,268,11,Gdynia
2020-05-28,12,9,0.0,13.7,3,39,08:27 AM,12:23 AM,03:22 AM,08:06 PM,7,8,11,8,33,36,78,0.0,1026,12,10,246,24,Gdynia
2020-05-29,12,9,0.0,14.5,4,47,09:50 AM,12:52 AM,03:20 AM,08:07 PM,5,7,10,7,42,5,69,0.0,1027,12,10,54,30,Gdynia
2020-05-30,13,9,0.0,13.7,4,54,11:14 AM,01:14 AM,03:19 AM,08:08 PM,7,8,11,8,38,36,76,0.0,1023,13,10,7,28,Gdynia
2020-05-31,14,12,0.0,14.5,3,58,12:39 PM,01:33 AM,03:18 AM,08:10 PM,8,10,12,10,47,21,73,0.0,1021,14,10,23,33,Gdynia
2020-06-01,14,11,0.0,14.5,4,71,02:06 PM,01:49 AM,03:17 AM,08:11 PM,7,10,12,10,32,11,72,0.0,1025,14,10,140,21,Gdynia
2020-06-02,13,10,0.0,14.5,4,79,03:34 PM,02:05 AM,03:17 AM,08:12 PM,7,10,12,10,25,16,72,0.0,1018,13,10,140,18,Gdynia
2020-06-03,13,9,0.0,14.5,4,86,05:03 PM,02:22 AM,03:16 AM,08:13 PM,7,10,11,10,20,7,74,0.0,1009,13,10,143,13,Gdynia
2020-06-04,14,10,0.0,14.5,4,94,06:33 PM,02:42 AM,03:15 AM,08:14 PM,10,12,13,12,18,12,82,0.0,1001,14,10,99,12,Gdynia
2020-06-05,14,6,0.0,11.4,3,100,07:59 PM,03:08 AM,03:14 AM,08:15 PM,10,10,12,10,28,58,87,2.2,995,14,9,191,17,Gdynia
2020-06-06,16,9,0.0,13.7,3,100,09:17 PM,03:42 AM,03:13 AM,08:16 PM,9,12,13,12,37,52,74,0.6,1000,16,10,201,24,Gdynia
2020-06-07,15,11,0.0,10.7,3,84,10:19 PM,04:27 AM,03:13 AM,08:17 PM,12,12,13,12,17,62,91,1.5,1009,15,7,158,11,Gdynia
2020-06-08,14,6,0.0,10.7,3,76,11:07 PM,05:25 AM,03:12 AM,08:18 PM,10,10,12,10,21,70,90,20.2,1010,14,8,237,13,Gdynia
2020-06-09,14,10,0.0,14.5,4,69,11:41 PM,06:33 AM,03:12 AM,08:19 PM,9,10,12,10,23,29,80,0.0,1016,14,10,216,16,Gdynia
2020-06-10,15,11,0.0,13.0,3,61,No moonrise,07:47 AM,03:11 AM,08:20 PM,11,12,13,12,27,56,88,0.1,1014,15,10,176,18,Gdynia
2020-06-11,17,12,0.0,13.0,4,54,12:06 AM,09:01 AM,03:11 AM,08:21 PM,14,15,15,15,34,54,92,1.3,1011,17,10,84,20,Gdynia
2020-06-12,19,16,0.0,13.7,4,46,12:25 AM,10:14 AM,03:10 AM,08:21 PM,16,17,17,17,24,44,92,1.2,1011,19,9,41,13,Gdynia
2020-06-13,17,16,0.0,11.5,4,38,12:40 AM,11:26 AM,03:10 AM,08:22 PM,15,16,16,16,36,75,92,0.2,1015,17,10,58,21,Gdynia
